629548	0	0	0	0.000
629549	0	0	0	0.000
629550	0	0	0	0.000
629551	0	0	0	0.000
629552	0	0	0	0.000
629553	0	0	0	0.000
629554	0	0	0	0.000
629555	0	0	0	0.000
629556	0	0	0	0.000
629557	0	0	0	0.000
629558	0	0	0	0.000
629559	0	0	0	0.000
629560	0	0	0	0.000
629561	0	0	0	0.000
629562	0	0	0	0.000
629563	0	0	0	0.000
629564	0	0	0	0.000
629565	0	0	0	0.000
629566	0	0	0	0.000
629567	0	0	0	0.000
629568	0	0	0	0.000
629569	0	0	0	0.000
629570	0	0	0	0.000
629571	0	0	0	0.000
629572	0	0	0	0.000
629573	0	0	0	0.000
629574	0	0	0	0.000
629575	0	0	0	0.000
629576	0	0	0	0.000
629577	0	0	0	0.000
629578	0	0	0	0.000
629579	0	0	0	0.000
629580	0	0	0	0.000
629581	0	0	0	0.000
629582	0	0	0	0.000
629583	0	0	0	0.000
629584	0	0	0	0.000
629585	0	0	0	0.000
629586	0	0	0	0.000
629587	0	0	0	0.000
629588	0	0	0	0.000
629589	0	0	0	0.000
629590	0	0	0	0.000
629591	0	0	0	0.000
629592	0	0	0	0.000
629593	0	0	0	0.000
629594	0	0	0	0.000
629595	0	0	0	0.000
629596	0	0	0	0.000
629597	0	0	0	0.000
629598	0	0	0	0.000
629599	0	0	0	0.000
629600	0	0	0	0.000
629601	0	0	0	0.000
629602	0	0	0	0.000
629603	0	0	0	0.000
629604	0	0	0	0.000
629605	0	0	0	0.000
629606	0	0	0	0.000
629607	0	0	0	0.000
629608	0	0	0	0.000
629609	0	0	0	0.000
629610	0	0	0	0.000
629611	0	0	0	0.000
629612	0	0	0	0.000
629613	0	0	0	0.000
629614	0	0	0	0.000
629615	0	0	0	0.000
629616	0	0	0	0.000
629617	0	0	0	0.000
629618	0	0	0	0.000
629619	0	0	0	0.000
629620	0	0	0	0.000
629621	0	0	0	0.000
629622	0	0	0	0.000
629623	0	0	0	0.000
629624	0	0	0	0.000
629625	0	0	0	0.000
629626	0	0	0	0.000
629627	0	0	0	0.000
629628	0	0	0	0.000
629629	0	0	0	0.000
629630	0	0	0	0.000
629631	0	0	0	0.000
629632	0	0	0	0.000
629633	0	0	0	0.000
629634	0	0	0	0.000
629635	0	0	0	0.000
